global_index,section,section_index,tick_name,x,y,z,arc_length
404,K4,86,TICK_404,-27.9788,80.7082,75.6703,1117.5809
405,K4,87,TICK_405,-27.8503,80.8460,79.0326,1120.9485
406,K4,88,TICK_406,-27.7218,80.9837,82.3949,1124.3161
407,K4,89,TICK_407,-26.4978,81.2006,80.0866,1126.9378
408,K4,90,TICK_408,-25.1272,81.4280,77.0190,1130.3053
409,K4,91,TICK_409,-24.0119,82.0817,74.9979,1132.7045
410,K4,92,TICK_410,-23.8065,82.5748,77.2244,1134.9942
411,K4,93,TICK_411,-25.4563,83.0128,74.4654,1138.2385
412,K4,94,TICK_412,-22.2801,83.5147,74.5359,1141.4549
413,K4,95,TICK_413,-21.8661,83.8006,77.8657,1144.8225
414,K4,96,TICK_414,-21.4522,84.0945,79.1833,1146.2345
415,K4,97,TICK_415,-21.0389,84.4072,75.8559,1149.6021
416,K4,98,TICK_416,-20.6678,84.6858,72.5206,1152.9694
417,K4,99,TICK_417,-20.3147,84.9500,69.1821,1156.3370
418,K4,100,TICK_418,-20.7288,85.1153,71.2345,1158.4373
419,K4,101,TICK_419,-21.3222,85.2576,74.5464,1161.8049
420,K4,102,TICK_420,-21.9156,85.3999,77.8582,1165.1725
421,K4,103,TICK_421,-21.4822,85.6152,80.6965,1168.0517
422,K4,104,TICK_422,-18.6364,86.0018,82.3565,1171.3689
423,K4,105,TICK_423,-18.3607,86.1693,79.0044,1174.7365
424,K4,106,TICK_424,-18.0849,86.3368,75.6523,1178.1040
425,K4,107,TICK_425,-17.7863,86.5164,72.4693,1181.3061
426,K4,108,TICK_426,-16.8075,87.0529,75.6249,1184.6533
427,K4,109,TICK_427,-16.4139,87.2860,78.9613,1188.0209
428,K4,110,TICK_428,-15.9840,87.5339,81.7583,1190.8616
429,K4,111,TICK_429,-15.1475,87.9472,78.5225,1194.2292
430,K4,112,TICK_430,-14.2577,88.3851,75.3044,1197.5966
431,K4,113,TICK_431,-13.6037,88.6698,76.9181,1199.3610
432,K4,114,TICK_432,-13.0353,88.8993,80.2294,1202.7286
433,K4,115,TICK_433,-12.4337,89.1338,79.8318,1203.4868
434,K4,116,TICK_434,-11.8063,89.3724,76.5318,1206.8544
435,K4,117,TICK_435,-10.1760,89.9437,75.5296,1208.8515
436,K4,118,TICK_436,-7.3168,90.6563,76.6521,1212.0048
437,K4,119,TICK_437,-5.3473,91.1254,77.2773,1214.1237
438,K4,120,TICK_438,-3.3260,91.4504,74.6035,1217.4913
439,K4,121,TICK_439,-1.0700,91.6857,76.2718,1220.3070
440,K4,122,TICK_440,1.2283,91.9048,78.7234,1223.6745
441,K4,123,TICK_441,2.7315,92.1348,77.9566,1225.3776
442,K4,124,TICK_442,3.6239,92.3730,74.7182,1228.7451
443,K4,125,TICK_443,2.7461,92.5686,73.7921,1230.0360
444,K4,126,TICK_444,-0.1506,92.7154,75.5033,1233.4036
445,K4,127,TICK_445,-3.0474,92.8622,77.2144,1236.7712
446,K4,128,TICK_446,-5.5666,93.0060,78.7686,1239.7347
447,K4,129,TICK_447,-2.3087,93.1035,77.9216,1243.1023
448,K4,130,TICK_448,0.9492,93.2010,77.0747,1246.4698
449,K4,131,TICK_449,4.2070,93.2984,76.2277,1249.8374
450,K4,132,TICK_450,7.4649,93.3959,75.3807,1253.2050
451,K4,133,TICK_451,10.7227,93.4934,74.5337,1256.5725
452,K4,134,TICK_452,8.6296,93.6992,76.5930,1259.5160
453,K4,135,TICK_453,6.1503,93.9128,78.8619,1262.8836
454,K4,136,TICK_454,4.8480,94.1380,77.8217,1264.5655
455,K4,137,TICK_455,4.3579,94.3712,74.4981,1267.9331
