label,length,fixed_score,windowed_score,shuffled_score,delta_windowed,delta_shuffled,pass_deltas,z_ngram,z_coverage,z_compress,penalties
H0494,43,2.867491526785492,2.867491526785492,0.10303403724486952,0.0,2.7644574895406224,False,3.6001484323978548,3.5640706634470205,0.0,0.0
H0539,43,2.867491526785492,2.867491526785492,-0.8055340869315628,0.0,3.673025613717055,False,3.6001484323978548,3.5640706634470205,0.0,0.0
H0732,43,2.242631095067218,2.242631095067218,1.3254096744610955,0.0,0.9172214206061224,False,3.1734308906600712,2.3273919836291026,0.0,0.0
H0870,43,1.9244969338125797,1.9244969338125797,-0.6135111931495603,0.0,2.53800812696214,False,1.6799194945778313,3.338666175007302,0.0,0.0
H0881,43,2.4346539888492202,2.4346539888492202,-1.0677952552377765,0.0,3.5024492440869968,False,3.6001484323978548,2.3273919836291026,0.0,0.0
H1317,43,3.351875409455343,3.351875409455343,0.032795762720658234,0.0,3.319079646734685,False,4.880301057611204,3.30211409580086,0.0,0.0
H1389,43,2.871818175000336,2.871818175000336,0.01134923856871363,0.0,2.8604689364316225,False,3.813507203266745,3.30211409580086,0.0,0.0
H1400,43,2.626676882631223,2.626676882631223,0.1288072096116596,0.0,2.4978696730195633,False,4.026865974135638,2.3273919836291026,0.0,0.0
H1470,43,1.9244969338125797,1.9244969338125797,-0.8055340869315628,0.0,2.7300310207441427,False,1.6799194945778313,3.338666175007302,0.0,0.0
H1534,43,2.605230358479278,2.605230358479278,-0.875772361455774,0.0,3.481002719935052,False,3.6001484323978548,2.814753039714981,0.0,0.0
H1776,43,3.0595144205674942,3.0595144205674942,-0.08898885653713287,0.0,3.148503277104627,False,4.026865974135638,3.5640706634470205,0.0,0.0
H1791,43,2.5048922633734314,2.5048922633734314,-0.1592271310613442,0.0,2.6641193944347754,False,3.1734308906600712,3.0767096073611415,0.0,0.0
H1955,43,3.155525867458495,3.155525867458495,-0.1592271310613442,0.0,3.314752998519839,False,4.24022474500453,3.5640706634470205,0.0,0.0
H2116,43,2.7972532522612803,2.7972532522612803,-0.875772361455774,0.0,3.673025613717054,False,4.026865974135638,2.814753039714981,0.0,0.0
H2268,43,2.871818175000336,2.871818175000336,-0.5174997462585591,0.0,3.389317921258895,False,3.813507203266745,3.30211409580086,0.0,0.0
H2413,43,2.242631095067218,2.242631095067218,-0.3512500248433466,0.0,2.5938811199105647,False,3.1734308906600712,2.3273919836291026,0.0,0.0
H2551,43,2.0506082012852156,2.0506082012852156,-0.42148829936755794,0.0,2.4720965006527735,False,2.7467133489222886,2.3273919836291026,0.0,0.0
H2576,43,2.867491526785492,2.867491526785492,-0.1592271310613442,0.0,3.026718657846836,False,3.6001484323978548,3.5640706634470205,0.0,0.0
H2888,43,3.155525867458495,3.155525867458495,-0.2810117503191354,0.0,3.4365376177776303,False,4.24022474500453,3.5640706634470205,0.0,0.0
H0107,44,2.7797436045989805,2.7797436045989805,0.5907160687827906,0.0,2.18902753581619,False,3.4740727950662373,3.475459562340497,0.0,0.0
H0372,44,2.4253852335371944,2.4253852335371944,-0.7304803988535616,0.0,3.155865632390756,False,3.05705337927704,2.9991748938929335,0.0,0.0
H0443,44,2.4253852335371944,2.4253852335371944,0.24064683747383114,0.0,2.1847383960633633,False,3.05705337927704,2.9991748938929335,0.0,0.0
H0982,44,2.592084867493842,2.592084867493842,-0.839098239107192,0.0,3.4311831066010336,False,3.05705337927704,3.475459562340497,0.0,0.0
H0991,44,2.8238063807723766,2.8238063807723766,1.0829665845705423,0.0,1.7408397962018343,False,4.516621334539229,2.260933657799209,0.0,0.0
